encoder1.conv3x3_bn.conv,encoder_fc_part19,encoder_fc_part12,encoder_fc_part1,encoder_fc_part8,encoder_fc_part9,encoder_fc_part14,encoder_fc_part20,encoder_fc_part27,encoder_fc_part2,encoder_fc_part10,encoder_fc_part0,encoder_fc_part31,encoder_fc_part13,encoder_fc_part5,encoder_fc_part24,encoder_fc_part22,encoder_fc_part4,encoder_fc_part3,encoder_fc_part28,encoder_fc_part23,encoder_fc_part25,encoder_fc_part17,encoder_fc_part26,encoder_fc_part16,encoder_fc_part30,encoder_fc_part11,encoder_fc_part6,encoder_fc_part21,encoder_fc_part15,encoder_fc_part29,encoder2.conv,encoder_fc_part7,encoder_fc_part18,encoder_conv.conv1x1_bn.conv,encoder1.conv1x9_bn.conv,encoder1.conv9x1_bn.conv,Target_Saving,Actual_Saving,Total_Omega,NMSE_dB,NMSE_dB_ILP
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,8,8,16,8,8,87.45,87.49904646390675,0.04774396977936662,-12.846450508927612,-12.846450508927612
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,8,8,16,8,8,87.4,87.49904646390675,0.04774396977936662,-12.846450508927612,-12.846450508927612
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,8,8,16,8,8,87.35,87.49904646390675,0.04774396977936662,-12.846450508927612,-12.846450508927612
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,8,8,16,8,8,87.3,87.49904646390675,0.04774396977936662,-12.846450508927612,-12.846450508927612
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,8,8,16,8,8,87.25,87.49904646390675,0.04774396977936662,-12.846450508927612,-12.846450508927612
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,8,8,16,8,8,87.2,87.49904646390675,0.04774396977936662,-12.846450508927612,-12.846450508927612
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,4,2,87.5,87.50001191920116,0.051374726580610625,-12.354127255988956,-11.591394158665624
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,8,4,16,8,8,87.55,87.69433065580398,0.21976751023444338,-12.354127255988956,-12.360637751414135
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,8,4,16,8,8,87.6,87.69433065580398,0.21976751023444338,-12.354127255988956,-12.354656841459217
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,8,4,16,8,8,87.65,87.69433065580398,0.21976751023444338,-12.354127255988956,-12.360637751414135
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,16,8,4,16,16,8,87.75,87.88918575645926,0.4572610023805907,-11.927370762780969,-11.928781040440432
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,16,8,4,16,8,8,87.7,87.88961484770121,0.4572628806781683,-11.919902451362,-11.928781040440432
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,16,8,4,16,8,8,87.8,87.88961484770121,0.4572628806781683,-11.919902451362,-11.928781040440432
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,16,8,4,16,8,8,87.85,87.88961484770121,0.4572628806781683,-11.919902451362,-11.928781040440432
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,16,4,4,16,8,16,87.9,88.08446994835649,0.6987258213583817,-11.419914747124926,-11.421479183408266
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,16,4,4,16,16,8,88.0,88.08446994835649,0.6987241785437459,-11.419914747124926,-11.421479183408266
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,16,4,4,16,8,8,88.05,88.08489903959844,0.6987260568413234,-11.410400999522533,-11.421479183408266
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,16,4,4,16,8,8,87.95,88.08489903959844,0.6987260568413234,-11.410400999522533,-11.421479183408266
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,16,4,4,16,16,8,88.15,88.27975414025371,0.9611665991854849,-11.0703430334393,-11.07251371860152
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,16,4,4,16,8,16,88.2,88.27975414025371,0.9611682420001206,-11.064511030932849,-11.064511030932849
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,16,4,4,16,8,8,88.1,88.28018323149568,0.9611684774830623,-11.062295001955022,-11.07251371860152
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,16,4,4,16,8,8,88.25,88.28018323149568,0.9611684774830623,-11.062295001955022,-11.07251371860152
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,16,4,4,16,16,8,88.45,88.47503833215094,1.2302483813343832,-10.844471793883383,-10.846272106715539
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,16,4,4,16,8,8,88.3,88.4754674233929,1.2302502596319609,-10.83467135927795,-10.846272106715539
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,16,4,4,16,8,8,88.35,88.4754674233929,1.2302502596319609,-10.83467135927795,-10.846272106715539
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,16,4,4,16,8,8,88.4,88.4754674233929,1.2302502596319609,-10.83467135927795,-10.846272106715539
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,4,4,4,16,4,4,16,16,8,88.55,88.67032252404819,1.5057742775336267,-10.588867170896773,-10.591471364645681
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,4,4,4,16,4,4,16,8,16,88.6,88.67032252404819,1.5057759203482628,-10.588867170896773,-10.581773465113661
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,4,4,4,16,4,4,16,16,8,88.65,88.67032252404819,1.5057742775336267,-10.588867170896773,-10.588867170896773
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,4,4,4,16,4,4,16,8,8,88.5,88.67075161529014,1.5057761558312044,-10.579192390525396,-10.591471364645681
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,4,4,4,4,16,4,4,16,16,8,88.75,88.8656067159454,1.786141111139311,-10.423205116427429,-10.425618647451769
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,4,4,4,4,16,4,4,16,16,8,88.8,88.8656067159454,1.786141111139311,-10.423205116427429,-10.416916825134262
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,4,4,4,4,16,4,4,16,16,8,88.7,88.8656067159454,1.786141111139311,-10.423205116427429,-10.425618647451769
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,4,4,4,4,16,4,4,16,8,8,88.85,88.86603580718737,1.7861429894368888,-10.414489509867293,-10.425618647451769
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,16,4,4,16,16,8,88.9,89.06089090784263,2.076547712129844,-10.025880297991755,-10.028521578500392
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,16,4,4,16,16,8,89.0,89.06089090784263,2.076547712129844,-10.025880297991755,-10.028521578500392
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,16,4,4,16,8,8,88.95,89.0613199990846,2.0765495904274216,-10.014203049812728,-10.028521578500392
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,16,4,4,16,8,8,89.05,89.0613199990846,2.0765495904274216,-10.014203049812728,-10.028521578500392
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,16,4,4,16,16,8,89.1,89.25617509973988,2.368054147218322,-9.841880672774938,-9.844584750699894
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,16,4,4,16,16,8,89.15,89.25617509973988,2.368054147218322,-9.841880672774938,-9.844584750699894
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,16,4,4,16,16,8,89.2,89.25617509973988,2.368054147218322,-9.841880672774938,-9.834419629383632
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,16,4,4,16,16,8,89.25,89.25617509973988,2.368054147218322,-9.841880672774938,-9.834419629383632
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,16,4,4,16,16,8,89.3,89.45145929163711,2.6669332468996636,-9.629878667305473,-9.632403892463962
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,16,4,4,16,16,8,89.35,89.45145929163711,2.6669332468996636,-9.629878667305473,-9.632403892463962
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,16,4,4,16,16,8,89.4,89.45145929163711,2.6669332468996636,-9.629878667305473,-9.632403892463962
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,16,4,4,16,8,8,89.45,89.45188838287908,2.666935125197241,-9.620360654994458,-9.62293694722796
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,4,4,4,16,4,4,16,16,8,89.6,89.64674348353434,2.980774021416698,-9.390540597161817,-9.380568303557588
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,4,4,4,16,4,4,16,16,8,89.5,89.64674348353434,2.980774021416698,-9.390540597161817,-9.39361679414823
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,4,4,4,16,4,4,16,16,8,89.55,89.64674348353434,2.980774021416698,-9.390540597161817,-9.380568303557588
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,16,4,4,16,16,8,89.65,89.84202767543157,3.2950983465984107,-9.225984679191146,-9.186145589437158
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,16,4,4,16,16,8,89.7,89.84202767543157,3.2950983465984107,-9.225984679191146,-9.21919796950293
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,16,4,4,16,16,8,89.8,89.84202767543157,3.2950983465984107,-9.225984679191146,-9.21919796950293
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,16,4,4,16,8,8,89.75,89.84245676667354,3.295100224895988,-9.215988270884749,-9.215988270884749
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,16,8,89.85,90.03731186732881,3.632756966910299,-9.056671618482103,-9.060535225906088
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,16,8,89.9,90.03731186732881,3.632756966910299,-9.056671618482103,-9.060535225906088
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,16,8,89.95,90.03731186732881,3.632756966910299,-9.056671618482103,-9.060535225906088
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,16,8,90.0,90.03731186732881,3.632756966910299,-9.056671618482103,-9.050336489226753
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,16,8,90.2,90.23259605922604,3.977047716149225,-8.969572584515005,-8.96311370653221
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,16,8,90.05,90.23259605922604,3.977047716149225,-8.969572584515005,-8.973234088206903
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,8,16,90.1,90.23259605922604,3.9770493589638605,-8.969572584515005,-8.973234088206903
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,16,8,90.15,90.23259605922604,3.977047716149225,-8.969572584515005,-8.973234088206903
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,16,8,90.4,90.42788025112327,4.334152621543771,-8.77248286366898,-8.766075282304126
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,16,8,90.25,90.42788025112327,4.334152621543771,-8.77248286366898,-8.776138271166031
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,8,8,90.35,90.42830934236522,4.334154499841348,-8.762425208131008,-8.766075282304126
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,8,8,90.3,90.42830934236522,4.334154499841348,-8.762425208131008,-8.776138271166031
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,16,16,90.45,90.62273535177854,4.6972294969621124,-8.566420822755214,-8.566420822755214
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,16,16,90.6,90.62273535177854,4.6972294969621124,-8.566420822755214,-8.566420822755214
16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,16,16,8,90.55,90.6231644430205,4.697229732445054,-8.563082991537962,-8.557555978676142
