encoder2.conv,encoder1.conv3x3_bn.conv,replace_efc_part11,replace_efc_part30,replace_efc_part20,replace_efc_part3,replace_efc_part14,replace_efc_part19,replace_efc_part12,replace_efc_part2,replace_efc_part17,replace_efc_part7,replace_efc_part10,replace_efc_part1,replace_efc_part5,replace_efc_part21,replace_efc_part6,replace_efc_part22,replace_efc_part15,replace_efc_part18,replace_efc_part31,replace_efc_part24,replace_efc_part29,replace_efc_part27,replace_efc_part16,replace_efc_part4,replace_efc_part9,replace_efc_part23,replace_efc_part26,replace_efc_part28,replace_efc_part0,replace_efc_part8,replace_efc_part25,replace_efc_part13,encoder_conv.conv1x1_bn.conv,se.fc.0,encoder1.conv1x9_bn.conv,encoder1.conv9x1_bn.conv,sa.spatial.conv,se.fc.2,Target_Saving,Actual_Saving,Total_Omega,NMSE_dB,NMSE_dB_ILP
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,90.25,90.42443863552731,1.0716366847888619,-11.530375153838413,-11.529415996724985
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,90.3,90.42443863552731,1.0716366847888619,-11.530375153838413,-11.529415996724985
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,90.4,90.42520129423181,1.0716368781036796,-11.526343132847568,-11.524910983017085
16,16,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,4,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,90.5,90.6196792638818,1.1546333435013687,-11.455004395495688,-11.453647487691088
16,16,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,4,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,8,16,90.45,90.61989376164246,1.1546336780795792,-11.452358731884178,-11.453647487691088
16,16,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,4,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,8,16,8,16,90.55,90.61989376164246,1.1546394972860365,-11.450857247979497,-11.438325091129023
16,16,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,4,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,90.6,90.62044192258632,1.1546335368161864,-11.450857247979497,-11.453647487691088
16,16,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,90.7,90.81491989223632,1.2379470463639042,-11.374988089101173,-11.373310668000853
16,16,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,90.75,90.81491989223632,1.2379470463639042,-11.374988089101173,-11.373310668000853
16,16,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,90.65,90.81491989223632,1.2379470463639042,-11.374988089101173,-11.373310668000853
16,16,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,90.8,90.81491989223632,1.2379470463639042,-11.374988089101173,-11.361575602052481
16,16,8,8,8,8,8,8,8,8,8,8,8,4,8,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,16,16,90.9,91.00973152506955,1.3221339237314045,-11.287697287497306,-11.286063993637649
16,16,8,8,8,8,8,8,8,8,8,8,8,4,8,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,90.85,91.01016052059083,1.3221340864434177,-11.287697287497306,-11.286063993637649
16,16,8,8,8,8,8,8,8,8,8,8,8,4,8,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,91.0,91.01092317929535,1.3221342797582354,-11.283461260626224,-11.286063993637649
16,16,8,8,8,8,8,8,8,8,8,8,8,4,8,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,8,8,16,8,90.95,91.01135217481662,1.322140261676706,-11.270617023085416,-11.283461260626224
16,16,8,8,8,8,8,8,8,8,8,8,8,4,4,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,91.15,91.20540114894534,1.4079280178899,-11.19093610178069,-11.186685620666132
16,16,8,8,8,8,8,8,8,8,8,8,8,4,4,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,91.1,91.20616380764986,1.4079282112047178,-11.186685620666132,-11.18926897269546
16,16,8,8,8,8,8,8,8,8,8,8,8,4,4,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,91.2,91.20616380764986,1.4079282112047178,-11.186685620666132,-11.183413402160147
16,16,8,8,8,8,8,8,8,8,8,8,8,4,4,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,16,16,8,16,16,91.05,91.20621147381888,1.407940560926339,-11.131308227342371,-11.18926897269546
16,16,8,8,8,8,8,8,8,8,8,8,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,8,16,16,16,91.3,91.40064177729984,1.4950243484762287,-11.104168673024475,-11.102301953911889
16,16,8,8,8,8,8,8,8,8,8,8,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,91.35,91.40064177729984,1.4950185292697713,-11.104168673024475,-11.102301953911889
16,16,8,8,8,8,8,8,8,8,8,8,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,91.25,91.40140443600436,1.495018722584589,-11.099738398611677,-11.102301953911889
16,16,8,8,8,8,8,8,8,8,8,8,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,91.4,91.40140443600436,1.495018722584589,-11.099738398611677,-11.096359689138142
16,16,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,91.5,91.59664506435887,1.58398536540432,-10.988721015006774,-10.991406437291358
16,16,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,91.55,91.59664506435887,1.58398536540432,-10.988721015006774,-10.987222583578708
16,16,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,16,16,8,16,16,91.45,91.59669273052789,1.583997715125941,-10.932570146278335,-10.991406437291358
16,16,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,4,8,4,4,2,91.6,91.60013661124044,1.587221188781343,-10.92612898946541,-9.594573325435237
16,16,8,8,8,8,8,8,8,4,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,16,8,91.75,91.79145669719209,1.6747313417206544,-10.92612898946541,-10.929134334279166
16,16,8,8,8,8,8,8,8,4,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,91.65,91.79188569271336,1.6747315044326676,-10.92612898946541,-10.929134334279166
16,16,8,8,8,8,8,8,8,4,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,91.7,91.79188569271336,1.6747315044326676,-10.92612898946541,-10.929134334279166
16,16,8,8,8,8,8,8,4,4,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,16,8,91.8,91.98669732554659,1.7655875274661574,-10.844928770015565,-10.847573293773758
16,16,8,8,8,8,8,8,4,4,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,91.85,91.98712632106788,1.7655876901781706,-10.844928770015565,-10.847573293773758
16,16,8,8,8,8,8,8,4,4,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,91.9,91.98712632106788,1.7655876901781706,-10.844928770015565,-10.847573293773758
16,16,8,8,8,8,8,8,4,4,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,16,16,16,16,8,91.95,91.98750765042013,1.7656000705025963,-10.775452127791139,-10.847573293773758
16,16,8,8,8,8,8,8,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,92.0,92.18160429071787,1.857720044595404,-10.75556675487607,-10.753295021882414
16,16,8,8,8,8,8,8,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,92.1,92.18160429071787,1.857720044595404,-10.75556675487607,-10.753295021882414
16,16,8,8,8,8,8,8,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,16,8,92.05,92.1819379539011,1.8577200751982086,-10.750543328900765,-10.753295021882414
16,16,8,8,8,8,8,8,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,92.15,92.18236694942237,1.8577202379102218,-10.750543328900765,-10.753295021882414
16,16,8,8,8,8,8,4,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,92.3,92.37684491907238,1.9499289594619398,-10.674577431229107,-10.672184733365441
16,16,8,8,8,8,8,4,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,92.35,92.37684491907238,1.9499289594619398,-10.674577431229107,-10.6652751399261
16,16,8,8,8,8,8,4,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,16,8,92.25,92.37717858225561,1.9499289900647443,-10.669434470884742,-10.672184733365441
16,16,8,8,8,8,8,4,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,92.2,92.37760757777689,1.9499291527767575,-10.669434470884742,-10.672184733365441
16,16,8,8,8,8,4,4,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,8,16,92.5,92.57187104966624,2.0455499251582365,-10.606287567081052,-10.603931952707708
16,16,8,8,8,8,4,4,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,92.45,92.57208554742688,2.0455497532920393,-10.606287567081052,-10.603931952707708
16,16,8,8,8,8,4,4,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,92.55,92.5728482061314,2.045549946606857,-10.600991327982424,-10.603931952707708
16,16,8,8,8,8,4,4,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,16,16,8,16,16,92.4,92.57289587230042,2.0455622963284785,-10.537786041978306,-10.603931952707708
16,16,8,8,8,8,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,92.75,92.76732617578139,2.141534086843334,-10.537786041978306,-10.535691367260876
16,16,8,8,8,8,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,92.7,92.76732617578139,2.141534086843334,-10.537786041978306,-10.535691367260876
16,16,8,8,8,8,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,16,8,92.6,92.7676598389646,2.1415341174461386,-10.532243084380253,-10.535691367260876
16,16,8,8,8,8,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,92.65,92.76808883448591,2.141534280158152,-10.532243084380253,-10.535691367260876
16,16,8,8,4,8,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,8,16,16,16,92.85,92.9625668041359,2.2476213348257836,-10.467437390323544,-10.465244419221797
16,16,8,8,4,8,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,92.9,92.9625668041359,2.247615515619326,-10.467437390323544,-10.465244419221797
16,16,8,8,4,8,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,8,16,92.95,92.96278130189654,2.2476158501975365,-10.466275948694834,-10.460209863039738
16,16,8,8,4,8,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,92.8,92.9633294628404,2.247615708934144,-10.461778236848742,-10.467437390323544
16,16,8,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,93.1,93.1578074324904,2.3537985293673978,-10.365765929641048,-10.363630099926533
16,16,8,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,16,8,93.0,93.15814109567363,2.3537985599702025,-10.3598833655625,-10.365765929641048
16,16,8,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,93.15,93.15857009119492,2.3537987226822157,-10.3598833655625,-10.356133015459719
16,16,8,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,93.05,93.15857009119492,2.3537987226822157,-10.3598833655625,-10.363630099926533
16,16,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,8,16,93.2,93.35326255860555,2.4689555435714348,-10.276401875978205,-10.269154057965563
16,16,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,8,8,16,16,93.35,93.3534770563662,2.468961190911695,-10.270907578329368,-10.274495828678095
16,16,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,93.25,93.35381071954943,2.4689554023080422,-10.270907578329368,-10.274495828678095
16,16,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,8,16,8,16,16,93.3,93.35381071954943,2.468960958490671,-10.269154057965563,-10.269154057965563
16,16,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,93.4,93.54828868919942,2.594178832026897,-10.159513268090436,-10.150282668537237
16,16,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,8,16,93.5,93.54850318696006,2.5941791666051075,-10.15779946513208,-10.150282668537237
16,16,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,8,8,16,16,93.45,93.5487176847207,2.594184813945368,-10.143296819231582,-10.159513268090436
16,16,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,8,8,8,8,8,93.55,93.55045749989037,2.594191091335843,-10.127995208755971,-10.062974881641543
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,8,16,93.65,93.74331481979328,2.7532844987572553,-10.062898776607547,-10.056227942087126
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,8,16,16,16,93.7,93.74352931755392,2.7532901460975157,-10.04893521155854,-10.06360052284769
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,8,8,16,16,93.6,93.74395831307521,2.753290308809529,-10.04893521155854,-10.04893521155854
8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,2,4,2,93.75,93.75009533233806,3.3619752763541317,-8.965976272668213,6.856182403860207
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,16,16,16,8,8,16,93.8,93.84136412949182,3.7827363162854346,-8.965976272668213,-8.964566365239884
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,16,16,16,16,8,16,93.85,93.93855544814778,4.841940199055839,-8.273968787937227,-8.266998785859176
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,16,16,16,8,8,16,93.9,93.93898444366907,4.841940361767851,-8.273968787937227,-8.266998785859176
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,16,16,16,8,8,16,93.95,94.03660475784633,5.9868162560475415,-7.650953566065723,-7.645890903960114
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,16,8,8,8,16,16,94.0,94.03758191431149,5.986827652885248,-7.633821236478902,-7.6513932756979495
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,16,16,8,16,16,16,94.05,94.13401057426294,7.167332967647202,-7.025284823890827,-7.025918370901175
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,16,16,16,8,8,16,94.1,94.13422507202358,7.167327483018955,-7.025284823890827,-7.025918370901175
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,16,16,8,16,16,16,94.2,94.2316308884402,8.411690871125337,-6.545009657069035,-6.533993213861017
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,16,16,16,8,8,16,94.15,94.23184538620083,8.411685386497089,-6.545009657069035,-6.545484715174759
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,16,16,8,16,16,16,94.25,94.32925120261744,9.657447271226946,-6.138635818492525,-6.147406908483543
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,16,16,8,8,16,16,94.3,94.32968019813873,9.657447433938959,-6.138635818492525,-6.147406908483543
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,16,16,8,16,16,16,94.35,94.42687151679469,10.918296150218612,-5.779291696283636,-5.780033698075338
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,16,16,16,8,8,16,94.4,94.42708601455534,10.918290665590364,-5.779291696283636,-5.780033698075338
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,16,16,16,8,16,16,94.5,94.52449183097194,12.23715725888799,-5.344552013105625,-5.342138559702169
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,16,16,8,8,16,16,94.45,94.52492082649324,12.237163240806462,-5.334666276763253,-5.342138559702169
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,16,16,8,16,16,16,94.55,94.6221121451492,13.561308692331144,-5.017015398589613,-5.016570535796955
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,16,16,16,8,8,16,94.6,94.62232664290985,13.561303207702895,-5.017015398589613,-5.016570535796955
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,16,16,8,16,16,16,94.65,94.71973245932645,14.92151506439656,-4.671432411022211,-4.67136061847791
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,16,16,16,8,8,16,94.7,94.7199469570871,14.921509579768312,-4.671432411022211,-4.67136061847791
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,2,2,2,2,2,2,2,16,16,16,8,8,16,94.75,94.81756727126435,16.322402280771502,-4.300291788369688,-4.3000770530861825
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,2,2,2,2,2,2,2,16,16,16,8,8,16,94.8,94.81756727126435,16.322402280771502,-4.300291788369688,-4.3000770530861825
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,16,16,8,16,16,16,94.85,94.91497308768096,17.726164993212123,-4.011786801373297,-4.012059187784235
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,8,8,16,94.9,94.9151875854416,17.726159508583876,-4.011786801373297,-4.012059187784235
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,8,8,16,94.95,95.01280789961885,19.138470015381944,-3.7106610387055614,-3.7108877054372065
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,8,8,16,95.0,95.01280789961885,19.138470015381944,-3.7106610387055614,-3.7012930883765938
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,8,8,16,95.05,95.11042821379611,20.573334019400885,-3.4198791790647287,-3.4205819801049224
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,8,16,8,16,95.1,95.11042821379611,20.573339838607343,-3.4100848521297795,-3.4205819801049224
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,8,8,16,95.15,95.20804852797336,22.01063228785515,-3.1615102177534427,-3.161628754267603
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,8,8,16,16,95.2,95.20826302573401,22.01063793519541,-3.1559661040078533,-3.1559661040078533
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,8,8,16,95.3,95.30566884215062,23.45510059688975,-2.946339360900519,-2.947061883571575
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,8,8,16,95.25,95.30566884215062,23.45510059688975,-2.946339360900519,-2.947061883571575
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,8,8,16,95.35,95.40328915632787,24.912369438046436,-2.669026935858991,-2.66943828283018
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,8,8,16,95.4,95.40328915632787,24.912369438046436,-2.669026935858991,-2.66943828283018
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,8,8,16,95.5,95.50090947050512,26.370676210614544,-2.474078492799255,-2.474200920698622
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,8,8,8,16,95.45,95.50133846602643,26.370682192533014,-2.4674290327128037,-2.474200920698622
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,8,16,16,16,95.55,95.59831528692175,27.832113151260586,-2.236957994868567,-2.2433962960968215
16,16,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,8,8,8,8,8,95.6,95.60048409761269,27.83211959136307,-2.2200158448899074,-2.2265509345981296
16,16,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,8,16,16,16,95.65,95.695935601099,29.31462700853655,-1.983345503116589,-1.9901749433626805
16,16,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,4,8,4,4,2,95.7,95.70018980668509,29.317857206021934,-1.7978020669329702,-0.9865472322544606
16,16,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,8,8,16,95.75,95.79377041303688,30.805766142608306,-1.7978020669329702,-1.7979121149608424
8,8,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,95.8,95.80002659772232,31.405212156270213,-1.6057884666673088,8.537754893359143
16,16,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,8,8,16,95.85,95.89139072721414,32.298316636408515,-1.6057884666673088,-1.6054475360706368
16,16,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,8,8,16,95.95,95.9890110413914,33.8133363861788,-1.4252774910512884,-1.425221538116229
16,16,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,16,16,8,8,16,95.9,95.9890110413914,33.8133363861788,-1.4252774910512884,-1.425221538116229
