encoder2.conv,encoder1.conv3x3_bn.conv,replace_efc_part11,replace_efc_part30,replace_efc_part20,replace_efc_part3,replace_efc_part14,replace_efc_part19,replace_efc_part12,replace_efc_part2,replace_efc_part17,replace_efc_part7,replace_efc_part10,replace_efc_part1,replace_efc_part5,replace_efc_part21,replace_efc_part6,replace_efc_part22,replace_efc_part15,replace_efc_part18,replace_efc_part31,replace_efc_part24,replace_efc_part29,replace_efc_part27,replace_efc_part16,replace_efc_part4,replace_efc_part9,replace_efc_part23,replace_efc_part26,replace_efc_part28,replace_efc_part0,replace_efc_part8,replace_efc_part25,replace_efc_part13,encoder_conv.conv1x1_bn.conv,se.fc.0,encoder1.conv1x9_bn.conv,encoder1.conv9x1_bn.conv,sa.spatial.conv,se.fc.2,Target_Saving,Actual_Saving,Total_Omega,NMSE_dB,NMSE_dB_ILP
16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,8,16,8,86.75,87.10611061220521,0.008973018017949351,-12.999925761441224,-12.998212655818712
16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,8,16,8,86.85,87.10611061220521,0.008973018017949351,-12.999925761441224,-12.998212655818712
16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,8,16,8,86.9,87.10611061220521,0.008973018017949351,-12.999925761441224,-12.998212655818712
16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,8,16,8,86.95,87.10611061220521,0.008973018017949351,-12.999925761441224,-12.998212655818712
16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,8,16,8,87.0,87.10611061220521,0.008973018017949351,-12.999925761441224,-12.998212655818712
16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,8,16,8,87.1,87.10611061220521,0.008973018017949351,-12.999925761441224,-12.998212655818712
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,16,16,8,87.45,87.49616287339293,0.009532706955502585,-12.999925761441224,-12.997284867232397
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,8,16,8,87.25,87.49659186891422,0.009532869667515716,-12.999925761441224,-12.997284867232397
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,8,16,8,87.15,87.49659186891422,0.009532869667515716,-12.999925761441224,-12.997284867232397
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,8,16,8,87.3,87.49659186891422,0.009532869667515716,-12.999925761441224,-12.997284867232397
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,8,16,8,87.4,87.49659186891422,0.009532869667515716,-12.999925761441224,-12.997284867232397
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,8,16,8,16,8,87.2,87.49735452761873,0.009538619164962075,-12.999925761441224,-12.997284867232397
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,8,16,8,16,8,87.35,87.49735452761873,0.009538619164962075,-12.999925761441224,-12.997284867232397
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,2,87.5,87.5000834157958,0.012768693044539007,-12.881487581753161,-11.495665512973103
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,16,16,16,16,16,8,87.55,87.69140350174744,0.06712420041619901,-12.881487581753161,-12.879113658651434
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,16,16,8,8,16,16,87.6,87.69149883408551,0.06713015173186497,-12.881487581753161,-12.879113658651434
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,16,8,16,8,16,16,87.65,87.69183249726873,0.06712991931084067,-12.881487581753161,-12.879113658651434
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,16,16,16,16,16,16,87.7,87.88588147139744,0.12688287388664168,-12.756347972167866,-12.757163580305233
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,16,16,8,8,16,16,87.8,87.88673946244,0.12688901851712545,-12.75560185197069,-12.757163580305233
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,16,16,16,8,16,8,87.85,87.88707312562323,0.12688322991347264,-12.75560185197069,-12.757163580305233
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,16,16,16,8,16,8,87.75,87.88707312562323,0.12688322991347264,-12.75560185197069,-12.757163580305233
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,16,16,16,16,8,16,88.0,88.08133659751259,0.1906264530963309,-12.639579723619619,-12.638736808121273
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,16,16,16,8,16,16,87.9,88.08155109527324,0.1906262812301335,-12.639579723619619,-12.638736808121273
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,16,16,16,8,16,8,88.05,88.08231375397774,0.19062647454495135,-12.637709780412898,-12.638736808121273
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,16,8,16,8,8,16,87.95,88.0825282517384,0.19063236530579036,-12.634963699183448,-12.639579723619619
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,16,16,16,16,16,16,88.25,88.27636272810645,0.2553461113351393,-12.522595320865937,-12.522595320865937
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,16,16,16,8,16,8,88.1,88.27755438233224,0.25534646736197025,-12.521464867258347,-12.522595320865937
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,16,16,16,8,16,8,88.2,88.27755438233224,0.25534646736197025,-12.521464867258347,-12.523505918359401
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,16,16,16,8,8,8,88.15,88.27776888009289,0.2553468019401808,-12.517547670452153,-12.522595320865937
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,16,16,8,16,16,16,88.35,88.47203235198225,0.32046538836473587,-12.441837882953092,-12.440116800910983
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,16,16,16,16,16,8,88.3,88.47236601516548,0.320459599761083,-12.441837882953092,-12.444001558437117
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,16,16,16,8,8,8,88.4,88.4730095084474,0.3204600970513067,-12.438560679109738,-12.444001558437117
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,16,16,16,8,8,8,88.45,88.4730095084474,0.3204600970513067,-12.438560679109738,-12.444001558437117
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,16,16,16,16,16,8,88.6,88.66760664351997,0.3887967146419759,-12.361030463930039,-12.362758202626347
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,16,16,8,8,16,16,88.65,88.66770197585804,0.3888026659576419,-12.361030463930039,-12.362758202626347
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,16,16,16,8,16,8,88.5,88.66803563904126,0.38879687735398905,-12.361030463930039,-12.362758202626347
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,16,16,16,8,16,8,88.55,88.66803563904126,0.38879687735398905,-12.361030463930039,-12.362758202626347
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,16,16,16,16,16,16,88.85,88.86208461316997,0.45772811954347675,-12.260392125363346,-12.260392125363346
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,16,16,16,16,16,8,88.75,88.86284727187447,0.4577283128582946,-12.257721172997734,-12.246670703208354
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,16,16,8,16,16,8,88.8,88.86327626739576,0.45773429477676525,-12.249814168873334,-12.260392125363346
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,16,16,8,8,16,8,88.7,88.86370526291707,0.4577344574887784,-12.249814168873334,-12.260392125363346
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,16,16,16,8,16,16,88.9,89.05775423704576,0.5306405300793201,-12.163077759123402,-12.162041577721716
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,16,16,16,8,16,16,88.95,89.05775423704576,0.5306405300793201,-12.163077759123402,-12.162041577721716
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,16,16,16,8,16,16,89.05,89.05775423704576,0.5306405300793201,-12.163077759123402,-12.162041577721716
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,16,8,8,8,16,16,89.0,89.05894589127156,0.5306522614952371,-12.15069284753795,-12.162041577721716
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,16,16,16,16,16,16,89.1,89.25256586987899,0.6040753497386123,-12.069671602420636,-12.069671602420636
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,16,16,8,16,16,8,89.2,89.25375752410478,0.6040815249719008,-12.067781485482225,-12.069671602420636
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,89.15,89.25375752410478,0.6040757057654433,-12.067781485482225,-12.069671602420636
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,16,8,16,8,16,8,89.25,89.25452018280929,0.6040814552628897,-12.06558067433055,-12.069671602420636
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,89.3,89.44823549375478,0.6775311854599829,-11.981584383960833,-11.980357912728497
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,4,4,4,4,16,16,8,16,16,16,89.35,89.44823549375478,0.6775370046664404,-11.978450550135307,-11.980357912728497
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,89.4,89.4489981524593,0.6775313787748007,-11.978450550135307,-11.980357912728497
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,4,4,4,4,16,8,8,8,16,8,89.45,89.45018980668509,0.6775431101907178,-11.96515470019108,-11.96515470019108
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,4,8,4,4,4,4,4,4,4,4,4,16,16,16,16,16,16,89.6,89.64304712658799,0.7548937824391718,-11.884446921645171,-11.884446921645171
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,4,8,4,4,4,4,4,4,4,4,4,16,16,16,8,8,16,89.5,89.64369061986993,0.7548942797293956,-11.88356997587736,-11.884446921645171
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,4,8,4,4,4,4,4,4,4,4,4,16,16,16,8,8,16,89.55,89.64369061986993,0.7548942797293956,-11.88356997587736,-11.884446921645171
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,8,4,8,4,4,4,4,4,4,4,4,4,16,16,16,16,16,16,89.7,89.8382877549425,0.8322993598548044,-11.806353591309136,-11.805183422930728
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,8,4,8,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,89.8,89.83871675046379,0.8322995225668176,-11.806353591309136,-11.805183422930728
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,8,4,8,4,4,4,4,4,4,4,4,4,16,16,16,8,8,16,89.65,89.83893124822444,0.8322998571450282,-11.803762728207106,-11.805183422930728
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,8,4,8,4,4,4,4,4,4,4,4,4,16,16,16,8,8,8,89.75,89.83969390692894,0.832300050459846,-11.800369654970837,-11.805183422930728
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,8,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,8,16,89.9,90.03374288105765,0.9105474050661344,-11.689576449387154,-11.692358388448108
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,8,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,8,89.95,90.0347200375228,0.9105474265147548,-11.689576449387154,-11.692358388448108
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,8,4,4,4,4,4,4,4,4,4,4,4,16,16,8,16,16,8,90.0,90.0347200375228,0.9105532457212123,-11.685762920925347,-11.692358388448108
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,8,4,4,4,4,4,4,4,4,4,4,4,16,8,16,8,16,8,89.85,90.03548269622732,0.9105531760122012,-11.685762920925347,-11.692358388448108
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,8,4,8,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,8,16,90.1,90.22898350941216,0.990385652327461,-11.618583329896708,-11.617415644241394
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,8,4,8,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,16,16,90.15,90.22919800717281,0.9903854804612636,-11.618583329896708,-11.617415644241394
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,8,4,8,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,8,16,90.2,90.22941250493345,0.9903858150394742,-11.615678426892265,-11.617415644241394
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,8,4,8,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,8,16,90.05,90.22941250493345,0.9903858150394742,-11.615678426892265,-11.617415644241394
16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,16,16,90.35,90.42400964000603,1.0716365220768487,-11.530375153838413,-11.525952165211544
