encoder2.conv,replace_efc_part30,encoder1.conv3x3_bn.conv,replace_efc_part11,replace_efc_part17,replace_efc_part15,replace_efc_part5,replace_efc_part20,replace_efc_part10,replace_efc_part3,replace_efc_part31,replace_efc_part7,replace_efc_part9,replace_efc_part14,replace_efc_part25,replace_efc_part12,replace_efc_part2,replace_efc_part21,replace_efc_part13,replace_efc_part8,replace_efc_part29,replace_efc_part22,replace_efc_part23,replace_efc_part19,replace_efc_part24,replace_efc_part6,replace_efc_part26,replace_efc_part1,replace_efc_part0,replace_efc_part28,replace_efc_part18,replace_efc_part4,replace_efc_part16,replace_efc_part27,encoder_conv.conv1x1_bn.conv,encoder1.conv1x9_bn.conv,se.fc.0,sa.spatial.conv,encoder1.conv9x1_bn.conv,se.fc.2,Target_Saving,Actual_Saving,Total_Omega,NMSE_dB,NMSE_dB_ILP
16,16,16,16,16,16,16,16,16,16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,16,8,8,91.8,91.99113027926656,0.00656187222307692,-13.00571837050899,-13.003224544976357
16,16,16,16,16,16,16,16,16,16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,8,16,16,8,91.9,91.99129711085816,0.006562766381080402,-13.00571837050899,-13.003224544976357
16,16,16,16,16,16,8,16,16,16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,16,16,8,92.0,92.18615640986042,0.006960660485273846,-13.005252932053356,-13.00262819498334
16,16,16,16,16,16,16,8,16,16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,8,16,8,8,92.1,92.18675223697332,0.006959273635119295,-13.005252932053356,-13.00262819498334
16,16,16,16,16,16,8,8,16,16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,16,8,8,92.3,92.38161153597557,0.007357167739312739,-13.004695321750177,-13.002093489512665
16,16,16,16,16,16,8,8,16,16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,8,16,8,8,92.2,92.38199286532782,0.007358228290128179,-13.004695321750177,-13.002093489512665
16,16,16,16,16,16,8,8,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,16,16,8,92.4,92.57663766656943,0.0077560889056129696,-13.004025761663263,-13.001435894104532
16,16,16,16,16,16,8,8,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,8,16,8,8,92.5,92.57723349368231,0.007757315849240367,-13.004025761663263,-13.001435894104532
16,16,16,16,16,16,8,8,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,16,8,8,92.6,92.77209279268457,0.008166467591349136,-13.003366286754579,-13.00078264446295
16,16,16,16,16,16,8,8,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,8,16,8,8,92.7,92.77247412203683,0.008167528142164576,-13.003366286754579,-13.00078264446295
16,16,16,16,8,16,8,8,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,8,16,8,8,92.8,92.96771475039134,0.008599801223018856,-13.002821663219528,-13.000148572615416
16,16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,8,16,8,8,92.9,92.96771475039134,0.00860413572084626,-13.002553113203557,-13.000148572615416
16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,16,16,8,93.0,93.16235955163295,0.009031172286523892,-13.001348757775391,-12.999624247991665
16,16,16,16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,16,8,8,93.1,93.16257404939358,0.009035348250885101,-13.001348757775391,-12.999624247991665
16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,16,8,8,93.2,93.3578146777481,0.009463611760190132,-13.001348757775391,-12.998761610629572
16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,8,16,8,8,93.3,93.35819600710036,0.00946467231100557,-13.001348757775391,-12.998761610629572
16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,16,8,8,93.4,93.5530553061026,0.009967810344926265,-12.99992535224848,-12.997835545255507
16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,16,8,8,93.5,93.5530553061026,0.009967810344926265,-12.99992535224848,-12.997835545255507
16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,16,16,8,8,93.6,93.74829593445712,0.010522163815523277,-12.99992535224848,-12.99992535224848
16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,16,16,8,16,8,8,93.7,93.74867726380937,0.010523224366338716,-12.99992535224848,-12.99992535224848
16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,16,16,16,16,8,16,93.8,93.84553491928212,0.06862705851523807,-12.882718145541254,-12.882209151632562
16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,16,16,8,16,8,8,93.9,93.94391789216388,0.13496137087860624,-12.775097981013872,-12.775544494687948
16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,8,4,16,16,16,16,8,16,94.0,94.04077554763661,0.20238440310090397,-12.66299219425424,-12.66299219425424
16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,16,16,16,16,16,8,94.1,94.13856269340548,0.27013165113667387,-12.5283580025243,-12.531013967987775
16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,16,16,8,16,16,16,94.2,94.23618300758272,0.338797346088542,-12.45165942772337,-12.452517078295223
16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,16,16,16,16,16,16,94.3,94.33342199240772,0.4127407893994502,-12.342454303997851,-12.342454303997851
16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,16,16,8,16,16,8,94.4,94.4318049652895,0.48917900357226357,-12.236820081241575,-12.239287930445998
16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,16,16,16,16,16,16,94.5,94.52866262076223,0.5668308643351488,-12.144486644167245,-12.14322778889623
16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,4,4,4,16,16,16,16,8,16,94.6,94.62649743270013,0.6467323251387275,-12.062935582430176,-12.062125421161056
16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,8,4,4,4,4,4,4,4,4,16,16,16,16,16,16,94.7,94.72390324911674,0.7280858353800533,-11.986535616481946,-11.987359750500852
16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,8,4,4,4,4,4,4,4,4,16,16,16,16,16,8,94.8,94.82190489264626,0.8111852123880994,-11.88195599304075,-11.886288142343062
16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,16,8,94.9,94.91952520682351,0.894679647111362,-11.778681415237441,-11.782324521408079
16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,8,16,16,16,95.0,95.01714552100076,0.9782588353026858,-11.701935107872345,-11.70529633986986
16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,8,16,16,8,95.1,95.11514716453027,1.0649927204818446,-11.602283324947749,-11.609692576504456
16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,16,8,95.2,95.21238614935527,1.1522853991453985,-11.523363311902495,-11.527246478460526
16,8,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,16,8,95.3,95.31000646353252,1.241135165783399,-11.442054819150655,-11.44611734990876
16,8,16,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,16,8,95.4,95.40762677770978,1.3319408018751724,-11.353170269138868,-11.357494460160833
16,8,16,8,8,8,8,8,8,8,8,8,8,8,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,16,8,95.5,95.50524709188703,1.4228031556435554,-11.265701863847294,-11.270186314942254
16,8,16,8,8,8,8,8,8,8,8,8,4,8,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,8,8,95.6,95.60308190382493,1.513864361344106,-11.180453687259869,-11.177920525850432
16,8,16,8,8,8,8,8,8,8,8,8,4,8,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,8,8,16,8,16,95.7,95.70091671576282,1.6049654259192105,-11.099635532546603,-11.112870724526553
16,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,4,8,8,4,95.8,95.80002659772232,1.7002079699207047,-10.856741778787246,-10.47467367711129
16,8,16,8,8,8,8,8,8,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,8,8,95.9,95.99356316053394,1.9009059702734166,-10.856741778787246,-10.859847713226818
16,8,16,8,8,8,4,8,8,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,8,8,96.0,96.0911834747112,2.01539898713778,-10.765305948829143,-10.768396444402406
16,8,16,8,8,8,4,4,8,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,8,8,96.1,96.18880378888845,2.13029890727462,-10.687533514123139,-10.690588944883224
16,8,16,8,8,8,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,8,8,96.2,96.2864241030657,2.2452773579335967,-10.578291078270654,-10.58159350257992
16,8,16,8,8,8,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,8,16,96.3,96.3836630878907,2.3642044220369205,-10.51985244751715,-10.517961358086247
16,8,16,8,8,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,16,16,16,96.4,96.4810689043073,2.48792921163394,-10.44848489030491,-10.443512245033716
16,8,16,8,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,8,8,16,8,16,96.5,96.57949954335811,2.6119260051274558,-10.341470242316644,-10.35613329372479
16,8,16,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,8,16,96.6,96.67663127930277,2.7385031512444233,-10.276401875978205,-10.274495828678095
16,8,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,16,16,8,8,8,96.7,96.77463292283228,2.8817925298052165,-10.174771199652435,-10.172240435902712
16,4,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,8,16,8,8,16,96.8,96.87208640541792,3.0402717376872896,-10.048144845434566,-10.047070169991583
16,4,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,16,8,16,16,8,16,96.9,96.92078931362623,4.150671869386499,-9.139808193081025,-9.152414144925991
16,4,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,16,8,16,16,8,8,97.0,97.01879095715574,6.52443672241044,-7.64369650717652,-7.659416975528341
