Target_dB,Avg_Saving,Outage_Rate
-15.0,0.8501999999999996,0.3785
-17.77777777777778,0.8501999999999996,0.69825
-20.555555555555557,0.8501999999999996,0.8772
-23.333333333333332,0.8501999999999996,0.96035
-26.11111111111111,0.8501999999999996,0.99885
-28.88888888888889,0.8501999999999996,1.0
-31.666666666666664,0.8501999999999996,1.0
-34.44444444444444,0.8501999999999996,1.0
-37.22222222222222,0.8501999999999996,1.0
-40.0,0.8501999999999996,1.0
