Layer,Params,Trace(H),Omg_INT16,Omg_INT8,Omg_INT4,Omg_INT2
stem.0,576,617.0778198242188,1.3538432258769753e-05,0.9128178051833045,285.6892519322738,3580.505866294238
fc_part31,32768,1.0759403705596924,9.844035455760502e-06,0.6555043846819272,191.7021683570751,1623.3031233256697
fc_part8,32768,1.1614402532577515,3.6793910378596803e-06,0.2437373755231357,70.59320522431416,1305.0351340251057
fc_part2,32768,1.1090019941329956,3.4162867067945725e-06,0.22663646286195524,65.41524338074389,1206.364156030584
fc_part7,32768,1.1431463956832886,3.3235184386799292e-06,0.21975273202684206,63.75410201794592,1203.0258108838332
fc_part3,32768,1.1029572486877441,3.2893881997496206e-06,0.21707846111972068,62.55498948480158,1183.9211515366255
fc_part13,32768,1.0951200723648071,3.393442285282043e-06,0.2249610077625825,64.87232451785668,1175.3020153413897
fc_part1,32768,1.190782070159912,3.1307354125913002e-06,0.2047499911024892,58.783106047474305,1172.5858140389607
fc_part23,32768,1.1486033201217651,3.2786711660790157e-06,0.2162124484403871,62.10352989165614,1170.6526974639746
fc_part27,32768,1.1613588333129883,3.1745563418165978e-06,0.2111079573637536,60.727511124633736,1168.6868413484954
fc_part12,32768,1.0793240070343018,3.1734135195765004e-06,0.20904845191520008,60.38156554011328,1146.9076537425929
fc_part30,32768,1.1205782890319824,2.9822565612082703e-06,0.1993313487754162,57.70609421239229,1130.0582949074694
fc_part11,32768,1.090455412864685,3.0183255437391997e-06,0.20070784702019817,57.52426325897865,1127.7857291993685
fc_part25,32768,1.0772712230682373,3.043376971892605e-06,0.20099319509848193,57.936976815943446,1119.8307099931776
fc_part17,32768,1.096616268157959,2.9913037545424e-06,0.19773497888747715,56.66516943299414,1117.6782168562836
fc_part19,32768,1.1037232875823975,2.8842381922509647e-06,0.19368193280841864,55.49960667367461,1101.7669046180552
fc_part10,32768,1.1073036193847656,2.873484951642061e-06,0.18952885271969633,54.63219620502613,1101.3200223638926
fc_part28,32768,1.0825512409210205,2.9216435815603073e-06,0.19262682104645046,55.167323011068426,1090.7975159865439
fc_part24,32768,1.0683822631835938,2.9585501730665005e-06,0.1979096691445308,57.151263669396904,1087.3747001256927
fc_part29,32768,1.064805030822754,2.8220959970000058e-06,0.1859346176060342,54.03345649115672,1082.8479513532102
fc_part0,32768,1.0718739032745361,2.8368925016195793e-06,0.1874495611549613,54.21372580989177,1072.6186416394382
fc_part5,32768,1.107591152191162,2.7762943534328984e-06,0.18260414886202625,53.1909122506467,1072.4579126186547
fc_part22,32768,1.0973962545394897,2.8855551123970456e-06,0.18962581886221733,54.76905229003176,1069.4132575684919
fc_part15,32768,1.0690858364105225,2.812703035252555e-06,0.1844447456205179,53.89160212811169,1060.132510827123
fc_part14,32768,1.0818603038787842,2.629397312699854e-06,0.17266464469357365,49.695546262047806,1054.9592181554594
fc_part4,32768,1.1012299060821533,2.7217834249107005e-06,0.17981398993547468,51.78481772119252,1052.2063668817104
fc_part9,32768,1.123034954071045,2.5249358213303708e-06,0.16685898616097294,48.57123384231618,1030.3018956492479
fc_part21,32768,1.1711444854736328,2.7169619364193575e-06,0.17960830381489912,51.76199826691929,1023.1910121493737
fc_part26,32768,1.1136648654937744,2.559836884986323e-06,0.1707861328549201,49.283080324185725,1007.4916186640322
fc_part16,32768,1.0733208656311035,2.5923050388770306e-06,0.16918797611593955,49.421751251143824,1005.4603259508779
fc_part20,32768,1.053539752960205,2.5216270203831713e-06,0.16560584445066842,47.810959475828255,986.2715260383333
fc_part6,32768,1.1711792945861816,2.5759603009049047e-06,0.17141947386911724,49.28705714605238,986.2290624862609
fc_part18,32768,1.070845603942871,2.3412212999152902e-06,0.15560481612673185,45.33089805143378,946.8125097024206
layers.1.vss.1.in_proj,4096,4.120192527770996,2.2423883595006855e-06,0.14963103281284562,41.50313718689838,449.54169739320173
layers.1.vss.1.out_proj,2048,1.5973784923553467,1.0808757013819148e-06,0.07097325678713741,19.961277412051057,103.3533430067872
layers.0.vss.1.out_proj,2048,3.4778809547424316,2.240506943078885e-07,0.014756771898602236,4.350838708726916,79.61772305891988
layers.0.vss.1.in_proj,4096,0.29675376415252686,1.5473358484209277e-07,0.010172207376961664,2.8798304546328,42.19632334870106
proj_conv,256,128.96823120117188,1.0681192126051607e-07,0.0073284221202585785,1.9515526492732846,38.924603722550366
layers.1.vss.1.conv2d,576,0.11949728429317474,1.1938163008933395e-08,0.0008045878041091175,0.18084415129095896,2.2485024538478844
layers.0.vss.1.conv2d,576,0.01355761755257845,2.2102998227545773e-09,0.00013643970890924302,0.0342154580800619,0.3411998813672815
