Target_Saving,Budget,Avg_Saving,SNR_Context,Num_Policies,NMSE_dB,Rate_10,Outage_10dB_95,Outage_10dB_98,Outage_10dB_99,NMSE_dB_Low,Rate_10_Low,NMSE_dB_Mid,Rate_10_Mid,NMSE_dB_High,Rate_10_High,Rate_20,Outage_20dB_95,Outage_20dB_98,Outage_20dB_99,Rate_20_Low,Rate_20_Mid,Rate_20_High,Rate_30,Outage_30dB_95,Outage_30dB_98,Outage_30dB_99,Rate_30_Low,Rate_30_Mid,Rate_30_High
95.0,0.09863281249999818,95.07360245642555,10,1,-4.794981522930344,3.4866271094322205,0.9992,1.0,1.0,-4.217752775015668,4.165949772737236,-4.869946544546724,3.5091987892618848,-5.375452619599668,2.784311461169608,,,,,,,,,,,,,,
95.0,0.09863281249999818,95.07397874710256,20,1,-4.794587608393046,,,,,-4.217424398534059,,-4.8695694905149285,,-5.374954143906629,,6.665320499420166,0.81235,1.0,1.0,7.406233696288239,6.702680639185159,5.886580011924775,,,,,,,
95.0,0.09863281249999818,95.07397874710256,30,1,-4.794587608393046,,,,,-4.217424398534059,,-4.8695694905149285,,-5.374954143906629,,,,,,,,,9.97155222940445,0.3657,0.9998,1.0,10.719564112632948,10.01083752289459,9.183782485352845
95.5,0.0874023437499982,95.62994822240285,10,1,-3.665887759456245,3.3076835751235487,1.0,1.0,1.0,-3.2200589007976825,3.9688259681757154,-3.7120902116884276,3.3284973799646007,-4.111831687351413,2.625318039776612,,,,,,,,,,,,,,
95.5,0.0874023437499982,95.62994822240285,20,1,-3.665887759456245,,,,,-3.2200589007976825,,-3.7120902116884276,,-4.111831687351413,,6.464579396831989,0.9948,1.0,1.0,7.195008942947891,6.501333940079202,5.696934812817396,,,,,,,
95.5,0.0874023437499982,95.62994822240285,30,1,-3.665887759456245,,,,,-3.2200589007976825,,-3.7120902116884276,,-4.111831687351413,,,,,,,,,9.768019921207427,0.79935,1.0,1.0,10.50668022342263,9.806918178408463,8.989994639966811
96.0,0.07617187499999822,96.19344351124357,10,1,-2.530811184484061,3.1010019968658686,1.0,1.0,1.0,-2.0126146411409485,3.733616461708078,-2.592136890148438,3.1224772567761896,-3.0504763580480363,2.446519661234135,,,,,,,,,,,,,,
96.0,0.07617187499999822,96.19381980192058,20,1,-2.5232839554077686,,,,,-2.001296529134724,,-2.5844638309003813,,-3.047933369519056,,6.228366556119918,1.0,1.0,1.0,6.939775207190007,6.267835312498924,5.477038441943664,,,,,,,
96.0,0.07617187499999822,96.19381980192058,30,1,-2.5232839554077686,,,,,-2.001296529134724,,-2.5844638309003813,,-3.047933369519056,,,,,,,,,9.527602751851083,0.98025,1.0,1.0,10.248874075625853,9.56970178687651,8.763774187553402
96.5,0.05371093749999827,96.57801258316024,10,1,-1.8400400422975016,2.8300590527534486,1.0,1.0,1.0,-1.4707394194235193,3.436312990876537,-1.8749210294746264,2.848319323032862,-2.2059575783711423,2.2051699858825176,,,,,,,,,,,,,,
96.5,0.05371093749999827,96.57801258316024,20,1,-1.8400400422975016,,,,,-1.4707394194235193,,-1.8749210294746264,,-2.2059575783711423,,5.904147664791346,1.0,1.0,1.0,6.607183913592457,5.943377123704268,5.161436419437627,,,,,,,
96.5,0.05371093749999827,96.57801258316024,30,1,-1.8400400422975016,,,,,-1.4707394194235193,,-1.8749210294746264,,-2.2059575783711423,,,,,,,,,9.195130513596535,1.0,1.0,1.0,9.911641658103315,9.237886339944497,8.435407800262286
97.0,0.03124999999999832,96.38535175652488,10,1,-2.097229528732674,2.8959321097761395,1.0,1.0,1.0,-1.7508694711343387,3.5100946237959403,-2.1261674771567947,2.9140370717360433,-2.44250131361606,2.2632851215059304,,,,,,,,,,,,,,
97.0,0.03124999999999832,96.38535175652488,20,1,-2.097229528732674,,,,,-1.7508694711343387,,-2.1261674771567947,,-2.44250131361606,,5.984336386704445,1.0,1.0,1.0,6.690657372952366,6.022317934300847,5.239587092635726,,,,,,,
97.0,0.03124999999999832,96.38535175652488,30,1,-2.097229528732674,,,,,-1.7508694711343387,,-2.1261674771567947,,-2.44250131361606,,,,,,,,,9.277744974899292,0.9998,1.0,1.0,9.996464254903307,9.318900090459584,8.517414472254814
