bits,nmse_fp32,nmse_quant,delta_L,S_exact,S_trace,R
8,0.03035431195050478,0.044982715789228675,0.014628403838723894,0.001285037234026163,7.829533502118845,0.013343366604697732
4,0.03035431195050478,9.589609577655793,9.559255265705287,2.0707348615923546,2282.7676781302753,7.488520404112933
2,0.03035431195050478,2.50541791677475,2.475063604824245,18.390357570187188,39979.51956063196,0.0
