position,csinet_w8,csinet_w4,csinet_w2
5.800000000000000000e+02,2.717037568800151348e-05,4.763754550367593765e-04,1.366849872283637524e-03
5.810000000000000000e+02,3.361496783327311277e-05,5.733414436690509319e-04,1.757135149091482162e-03
5.820000000000000000e+02,3.821796053671278059e-05,6.826073513366281986e-04,1.995537895709276199e-03
5.830000000000000000e+02,4.439455005922354758e-05,7.870339322835206985e-04,2.420384669676423073e-03
5.840000000000000000e+02,5.791768489871174097e-05,9.908815845847129822e-04,3.175941063091158867e-03
5.850000000000000000e+02,7.336418639170005918e-05,1.406855531968176365e-03,4.503231029957532883e-03
5.860000000000000000e+02,1.035789755405858159e-04,1.690454897470772266e-03,6.135020870715379715e-03
5.870000000000000000e+02,1.293478853767737746e-04,2.073282841593027115e-03,8.467776700854301453e-03
5.880000000000000000e+02,1.459370541851967573e-04,2.458085305988788605e-03,9.500266052782535553e-03
5.890000000000000000e+02,1.790436799637973309e-04,2.761859213933348656e-03,1.145805139094591141e-02
5.900000000000000000e+02,1.851413253461942077e-04,3.058830508962273598e-03,1.248452533036470413e-02
5.910000000000000000e+02,1.746315538184717298e-04,2.852104604244232178e-03,1.169273070991039276e-02
5.920000000000000000e+02,1.563062978675588965e-04,2.468928229063749313e-03,1.062716916203498840e-02
5.930000000000000000e+02,1.234653609571978450e-04,2.081925515085458755e-03,8.137557655572891235e-03
5.940000000000000000e+02,1.028607366606593132e-04,1.649921061471104622e-03,6.605118978768587112e-03
5.950000000000000000e+02,8.435908966930583119e-05,1.366139505989849567e-03,5.265774670988321304e-03
5.960000000000000000e+02,6.561962800333276391e-05,1.118975924327969551e-03,4.382410552352666855e-03
5.970000000000000000e+02,5.452443292597308755e-05,9.237579070031642914e-04,3.232788760215044022e-03
5.980000000000000000e+02,4.638218524632975459e-05,7.778172148391604424e-04,2.839644439518451691e-03
5.990000000000000000e+02,4.090142465429380536e-05,7.195289363153278828e-04,2.408173400908708572e-03
6.000000000000000000e+02,3.983925125794485211e-05,6.772025953978300095e-04,2.235239604488015175e-03
6.010000000000000000e+02,3.719580854522064328e-05,6.119309109635651112e-04,2.258363179862499237e-03
6.020000000000000000e+02,3.609316627262160182e-05,5.726013332605361938e-04,2.025227295234799385e-03
6.030000000000000000e+02,3.304743586340919137e-05,5.273488350212574005e-04,1.924704411067068577e-03
6.040000000000000000e+02,3.129869219264946878e-05,5.420026136562228203e-04,1.660672132857143879e-03
6.050000000000000000e+02,3.085051503148861229e-05,5.093819927424192429e-04,1.671046600677073002e-03
6.060000000000000000e+02,2.946308086393401027e-05,4.791496903635561466e-04,1.589000457897782326e-03
6.070000000000000000e+02,2.072212373604997993e-05,3.038331633433699608e-04,1.487583620473742485e-03
6.080000000000000000e+02,9.638713891035877168e-06,1.959447399713099003e-04,5.840819212608039379e-04
6.090000000000000000e+02,1.346372755506308749e-05,2.498311223462224007e-04,5.122096044942736626e-04
6.100000000000000000e+02,1.745500594552140683e-05,3.112736449111253023e-04,7.643153076060116291e-04
6.110000000000000000e+02,2.024854802584741265e-05,3.672738093882799149e-04,8.852804312482476234e-04
6.120000000000000000e+02,2.686738844204228371e-05,4.532346501946449280e-04,1.214791438542306423e-03
6.130000000000000000e+02,3.115157596766948700e-05,5.508284084498882294e-04,1.574796158820390701e-03
6.140000000000000000e+02,3.862665835185907781e-05,6.391583010554313660e-04,1.915116561576724052e-03
6.150000000000000000e+02,4.155942951911129057e-05,7.664113072678446770e-04,2.249482320621609688e-03
6.160000000000000000e+02,5.470358883030712605e-05,1.015218673273921013e-03,3.155354177579283714e-03
6.170000000000000000e+02,7.848602399462834001e-05,1.309496816247701645e-03,4.623189102858304977e-03
6.180000000000000000e+02,9.780715481610968709e-05,1.717627397738397121e-03,6.115581374615430832e-03
6.190000000000000000e+02,1.290876680286601186e-04,2.210926497355103493e-03,8.353457786142826080e-03
6.200000000000000000e+02,1.474436576245352626e-04,2.547967946156859398e-03,9.811197407543659210e-03
6.210000000000000000e+02,1.655914238654077053e-04,2.822085516527295113e-03,1.103111729025840759e-02
6.220000000000000000e+02,1.846367231337353587e-04,2.891260432079434395e-03,1.216552592813968658e-02
6.230000000000000000e+02,1.771126844687387347e-04,2.810291713103652000e-03,1.217030733823776245e-02
6.240000000000000000e+02,1.520697260275483131e-04,2.390295965597033501e-03,1.017453335225582123e-02
6.250000000000000000e+02,1.247459003934636712e-04,1.977343112230300903e-03,8.302479051053524017e-03
6.260000000000000000e+02,1.008426334010437131e-04,1.589206513017416000e-03,6.506668869405984879e-03
6.270000000000000000e+02,8.177846757462248206e-05,1.362075447104871273e-03,5.243555177003145218e-03
6.280000000000000000e+02,6.319642125163227320e-05,1.048680860549211502e-03,3.994597122073173523e-03
6.290000000000000000e+02,5.214604971115477383e-05,8.597560808993875980e-04,2.872954821214079857e-03
6.300000000000000000e+02,4.699580676970072091e-05,7.660346454940736294e-04,2.502714283764362335e-03
6.310000000000000000e+02,4.319183062762022018e-05,6.823995499871671200e-04,2.218756824731826782e-03
6.320000000000000000e+02,3.838098200503736734e-05,6.165372324176132679e-04,2.105745254084467888e-03
6.330000000000000000e+02,3.475716221146285534e-05,5.973777733743190765e-04,2.187349135056138039e-03
6.340000000000000000e+02,3.311339969513937831e-05,5.743383662775158882e-04,1.990103162825107574e-03
6.350000000000000000e+02,3.358591857249848545e-05,5.208126967772841454e-04,1.810415182262659073e-03
6.360000000000000000e+02,3.037922579096630216e-05,5.027720471844077110e-04,1.682685222476720810e-03
6.370000000000000000e+02,2.880600004573352635e-05,4.618278471753001213e-04,1.745535759255290031e-03
6.380000000000000000e+02,2.715235314099118114e-05,4.626914451364427805e-04,1.717931590974330902e-03
6.390000000000000000e+02,2.070525442832149565e-05,3.230628790333867073e-04,1.504964893683791161e-03
6.400000000000000000e+02,9.815754310693591833e-06,1.896379835670813918e-04,5.809479625895619392e-04
6.410000000000000000e+02,1.349071044387528673e-05,2.374784380663186312e-04,4.913393058814108372e-04
6.420000000000000000e+02,1.691290890448726714e-05,2.896979276556521654e-04,6.757354130968451500e-04
6.430000000000000000e+02,2.035909892583731562e-05,3.496087156236171722e-04,8.854649495333433151e-04
6.440000000000000000e+02,2.418667099846061319e-05,4.479670606087893248e-04,1.228306675329804420e-03
6.450000000000000000e+02,3.046202800760511309e-05,5.654629203490912914e-04,1.632936648093163967e-03
6.460000000000000000e+02,3.703309630509465933e-05,6.735791102983057499e-04,1.843334990553557873e-03
6.470000000000000000e+02,4.435763548826798797e-05,7.582550169900059700e-04,2.290400210767984390e-03
6.480000000000000000e+02,5.795541073894128203e-05,1.036584726534783840e-03,3.256016178056597710e-03
6.490000000000000000e+02,7.634169014636427164e-05,1.379203167743980885e-03,4.676596727222204208e-03
6.500000000000000000e+02,1.044628006638959050e-04,1.719268388114869595e-03,6.236275658011436462e-03
6.510000000000000000e+02,1.306142657995223999e-04,2.196202985942363739e-03,8.314325474202632904e-03
6.520000000000000000e+02,1.522758684586733580e-04,2.534165047109127045e-03,9.559152647852897644e-03
6.530000000000000000e+02,1.728428469505161047e-04,2.636355813592672348e-03,1.129209995269775391e-02
6.540000000000000000e+02,1.728936040308326483e-04,2.862330293282866478e-03,1.227081380784511566e-02
6.550000000000000000e+02,1.792194525478407741e-04,2.846050309017300606e-03,1.232325844466686249e-02
6.560000000000000000e+02,1.544077967992052436e-04,2.544885734096169472e-03,1.063320692628622055e-02
6.570000000000000000e+02,1.268872583750635386e-04,2.088405890390276909e-03,8.203904144465923309e-03
6.580000000000000000e+02,1.000431875581853092e-04,1.678509521298110485e-03,6.542704999446868896e-03
6.590000000000000000e+02,8.048788004089146852e-05,1.316361362114548683e-03,4.913665819913148880e-03
6.600000000000000000e+02,6.480378215201199055e-05,1.061642193235456944e-03,3.748571965843439102e-03
6.610000000000000000e+02,5.172358942218124866e-05,8.585947798565030098e-04,2.827005460858345032e-03
6.620000000000000000e+02,4.507923222263343632e-05,7.425087969750165939e-04,2.497775945812463760e-03
6.630000000000000000e+02,3.959166497224941850e-05,6.592518766410648823e-04,2.146535785868763924e-03
6.640000000000000000e+02,3.769137401832267642e-05,6.515775457955896854e-04,2.197550144046545029e-03
6.650000000000000000e+02,3.519015081110410392e-05,5.503593711182475090e-04,2.038913546130061150e-03
6.660000000000000000e+02,3.305459540570154786e-05,5.643887561745941639e-04,1.985970418900251389e-03
6.670000000000000000e+02,3.079641828662715852e-05,5.282787606120109558e-04,2.006339374929666519e-03
6.680000000000000000e+02,2.808962381095625460e-05,5.122586735524237156e-04,1.753439661115407944e-03
6.690000000000000000e+02,2.867045441234949976e-05,4.851589037571102381e-04,1.724738511256873608e-03
6.700000000000000000e+02,2.617290920170489699e-05,4.519721260294318199e-04,1.571450964547693729e-03
6.710000000000000000e+02,2.023051638389006257e-05,2.895233337767422199e-04,1.494440017268061638e-03
6.720000000000000000e+02,1.017924114421475679e-05,1.987263240152969956e-04,5.870516761206090450e-04
6.730000000000000000e+02,1.402808265993371606e-05,2.469929750077426434e-04,5.028340965509414673e-04
6.740000000000000000e+02,1.751038507791236043e-05,2.975754323415458202e-04,6.869882345199584961e-04
6.750000000000000000e+02,2.170334119000472128e-05,3.790994815062731504e-04,9.952716063708066940e-04
6.760000000000000000e+02,2.570141441537998617e-05,4.691916401498019695e-04,1.301522948779165745e-03
6.770000000000000000e+02,3.263995313318446279e-05,5.711353151127696037e-04,1.526472624391317368e-03
6.780000000000000000e+02,4.071845978614874184e-05,6.469866493716835976e-04,1.935610431246459484e-03
6.790000000000000000e+02,4.321664164308458567e-05,7.654403452761471272e-04,2.321779960766434669e-03
6.800000000000000000e+02,6.195477908477187157e-05,1.011350890621542931e-03,3.274369053542613983e-03
6.810000000000000000e+02,8.338790212292224169e-05,1.376509200781583786e-03,4.691660404205322266e-03
6.820000000000000000e+02,1.032938744174316525e-04,1.746729714795947075e-03,6.653943564742803574e-03
6.830000000000000000e+02,1.319712173426523805e-04,2.250551944598555565e-03,8.956529200077056885e-03
6.840000000000000000e+02,1.497895864304155111e-04,2.441293327137827873e-03,9.953868575394153595e-03
6.850000000000000000e+02,1.709282369120046496e-04,2.942728111520409584e-03,1.126411184668540955e-02
6.860000000000000000e+02,1.809306995710358024e-04,2.966737141832709312e-03,1.197783835232257843e-02
6.870000000000000000e+02,1.833153364714235067e-04,2.886637113988399506e-03,1.238444540649652481e-02
6.880000000000000000e+02,1.563421537866815925e-04,2.557866508141160011e-03,1.034535374492406845e-02
6.890000000000000000e+02,1.299677969655022025e-04,2.105204155668616295e-03,8.620056323707103729e-03
6.900000000000000000e+02,1.073543171514756978e-04,1.678133499808609486e-03,6.555962841957807541e-03
6.910000000000000000e+02,8.027925650821998715e-05,1.328899408690631390e-03,4.856568295508623123e-03
6.920000000000000000e+02,6.349666364258155227e-05,1.019261428155004978e-03,3.826330415904521942e-03
6.930000000000000000e+02,5.204858098295517266e-05,8.340604254044592381e-04,3.031277330592274666e-03
6.940000000000000000e+02,4.657587123801931739e-05,7.693824591115117073e-04,2.622328000143170357e-03
6.950000000000000000e+02,4.093016104889102280e-05,6.683264509774744511e-04,2.229023724794387817e-03
6.960000000000000000e+02,3.856338298646733165e-05,6.495993584394454956e-04,2.091586124151945114e-03
6.970000000000000000e+02,3.524669591570273042e-05,5.880542448721826077e-04,1.881854608654975891e-03
6.980000000000000000e+02,3.463196844677440822e-05,5.731646670028567314e-04,2.003634348511695862e-03
6.990000000000000000e+02,2.965522071463055909e-05,5.307027604430913925e-04,1.912402687594294548e-03
7.000000000000000000e+02,3.089429810643196106e-05,4.769559891428798437e-04,1.668109209276735783e-03
7.010000000000000000e+02,2.946282802440691739e-05,4.846513329539448023e-04,1.692037098109722137e-03
7.020000000000000000e+02,2.832414429576601833e-05,4.548548895400017500e-04,1.639522495679557323e-03
7.030000000000000000e+02,1.983543006645049900e-05,3.175109159201383591e-04,1.433235476724803448e-03
7.040000000000000000e+02,1.059907299350015819e-05,2.137252013199031353e-04,6.316075450740754604e-04
7.050000000000000000e+02,1.484333643020363525e-05,2.647079527378082275e-04,5.408097058534622192e-04
7.060000000000000000e+02,1.816450276237446815e-05,3.263208200223743916e-04,7.661253912374377251e-04
7.070000000000000000e+02,2.250085890409536660e-05,4.143314145039767027e-04,1.078693894669413567e-03
7.080000000000000000e+02,2.825069168466143310e-05,4.966002306900918484e-04,1.408004201948642731e-03
7.090000000000000000e+02,3.310223837615922093e-05,5.918617243878543377e-04,1.702296896837651730e-03
7.100000000000000000e+02,3.892248059855774045e-05,6.957815494388341904e-04,2.150122309103608131e-03
7.110000000000000000e+02,4.760080628329887986e-05,8.183681056834757328e-04,2.402649726718664169e-03
7.120000000000000000e+02,6.169051630422472954e-05,1.078830799087882042e-03,3.474106080830097198e-03
7.130000000000000000e+02,8.283160423161461949e-05,1.391832716763019562e-03,4.600858781486749649e-03
7.140000000000000000e+02,1.151564865722320974e-04,1.889721141196787357e-03,7.069972809404134750e-03
7.150000000000000000e+02,1.333461841568350792e-04,2.284531947225332260e-03,8.670375682413578033e-03
7.160000000000000000e+02,1.648997422307729721e-04,2.824260620400309563e-03,1.093103550374507904e-02
7.170000000000000000e+02,1.858409523265436292e-04,2.947869012132287025e-03,1.154137682169675827e-02
7.180000000000000000e+02,1.931075094034895301e-04,2.967186737805604935e-03,1.271609310060739517e-02
7.190000000000000000e+02,1.767091162037104368e-04,3.016602480784058571e-03,1.250718440860509872e-02
7.200000000000000000e+02,1.574661728227511048e-04,2.644116058945655823e-03,1.056789327412843704e-02
7.210000000000000000e+02,1.346428471151739359e-04,2.183016855269670486e-03,8.976884186267852783e-03
7.220000000000000000e+02,1.040962670231238008e-04,1.687325653620064259e-03,6.571973673999309540e-03
7.230000000000000000e+02,8.176129631465300918e-05,1.337277586571872234e-03,5.118115339428186417e-03
7.240000000000000000e+02,6.566314550582319498e-05,1.096053863875567913e-03,4.061375744640827179e-03
7.250000000000000000e+02,5.709112883778288960e-05,8.841021335683763027e-04,3.184785833582282066e-03
7.260000000000000000e+02,4.905575042357668281e-05,8.056553779169917107e-04,2.905216533690690994e-03
7.270000000000000000e+02,4.371557952254079282e-05,7.024490041658282280e-04,2.332338830456137657e-03
7.280000000000000000e+02,4.100526348338462412e-05,6.710573798045516014e-04,2.132618334144353867e-03
7.290000000000000000e+02,3.831575304502621293e-05,6.107172230258584023e-04,2.153193810954689980e-03
7.300000000000000000e+02,3.541981641319580376e-05,6.105683278292417526e-04,1.899444148875772953e-03
7.310000000000000000e+02,3.526836007949896157e-05,5.587360356003046036e-04,1.857335912063717842e-03
7.320000000000000000e+02,3.224654574296437204e-05,5.269446992315351963e-04,1.714905840344727039e-03
7.330000000000000000e+02,3.045788980671204627e-05,5.068731843493878841e-04,1.772665535099804401e-03
7.340000000000000000e+02,2.734040390350855887e-05,4.717428528238087893e-04,1.514003961347043514e-03
7.350000000000000000e+02,1.966587842616718262e-05,3.121554327663034201e-04,1.495336415246129036e-03
7.360000000000000000e+02,1.118041564041050151e-05,2.288947143824771047e-04,7.133727776817977428e-04
7.370000000000000000e+02,1.528063330624718219e-05,2.897033409681171179e-04,5.933652864769101143e-04
7.380000000000000000e+02,2.011479773500468582e-05,3.571843844838440418e-04,9.305492858402431011e-04
7.390000000000000000e+02,2.488090467522852123e-05,4.399864701554179192e-04,1.125115901231765747e-03
7.400000000000000000e+02,2.929293805209454149e-05,5.381614319048821926e-04,1.588130602613091469e-03
7.410000000000000000e+02,3.544910578057169914e-05,6.407016771845519543e-04,1.823420054279267788e-03
7.420000000000000000e+02,4.151548273512162268e-05,6.970205577090382576e-04,2.072631614282727242e-03
7.430000000000000000e+02,5.207656795391812921e-05,8.800097275525331497e-04,2.529726130887866020e-03
7.440000000000000000e+02,6.605448288610205054e-05,1.089794095605611801e-03,3.392387181520462036e-03
7.450000000000000000e+02,8.942905697040259838e-05,1.601929776370525360e-03,5.284562241286039352e-03
7.460000000000000000e+02,1.219300829689018428e-04,2.039976650848984718e-03,7.669890765100717545e-03
7.470000000000000000e+02,1.524428953416645527e-04,2.478658687323331833e-03,1.019182335585355759e-02
7.480000000000000000e+02,1.786525826901197433e-04,2.895793877542018890e-03,1.176489889621734619e-02
7.490000000000000000e+02,1.950074074557051063e-04,3.295696806162595749e-03,1.324146892875432968e-02
7.500000000000000000e+02,2.060234401142224669e-04,3.311171662062406540e-03,1.423659082502126694e-02
7.510000000000000000e+02,1.942128583323210478e-04,3.134259954094886780e-03,1.357502769678831100e-02
7.520000000000000000e+02,1.662543654674664140e-04,2.673068782314658165e-03,1.165529340505599976e-02
7.530000000000000000e+02,1.377421867800876498e-04,2.213322557508945465e-03,9.114198386669158936e-03
7.540000000000000000e+02,1.103709073504433036e-04,1.711207791231572628e-03,6.810713559389114380e-03
7.550000000000000000e+02,8.489319588989019394e-05,1.453664619475603104e-03,5.296802613884210587e-03
7.560000000000000000e+02,7.204762368928641081e-05,1.086281728930771351e-03,4.323293454945087433e-03
7.570000000000000000e+02,5.829243309563025832e-05,9.836752433329820633e-04,3.235784824937582016e-03
7.580000000000000000e+02,5.134059028932824731e-05,8.526891469955444336e-04,2.949109068140387535e-03
7.590000000000000000e+02,4.594005440594628453e-05,7.701298454776406288e-04,2.435798756778240204e-03
7.600000000000000000e+02,4.121703386772423983e-05,6.694399635307490826e-04,2.424921840429306030e-03
7.610000000000000000e+02,3.815743184532038867e-05,5.717945168726146221e-04,2.086842665448784828e-03
7.620000000000000000e+02,3.479773658909834921e-05,5.759345949627459049e-04,2.089901361614465714e-03
7.630000000000000000e+02,3.198657213943079114e-05,5.500151892192661762e-04,1.873663743026554585e-03
7.640000000000000000e+02,3.259539516875520349e-05,5.149213830009102821e-04,1.806949148885905743e-03
7.650000000000000000e+02,2.885452886403072625e-05,5.018937517888844013e-04,1.818324672058224678e-03
7.660000000000000000e+02,2.677204065548721701e-05,4.810070677194744349e-04,1.695491955615580082e-03
7.670000000000000000e+02,2.171180494769942015e-05,3.149549302179366350e-04,1.460964558646082878e-03
7.680000000000000000e+02,1.222071477968711406e-05,2.422153338557109237e-04,7.869718829169869423e-04
7.690000000000000000e+02,1.731058546283748001e-05,3.116402658633887768e-04,6.523653864860534668e-04
7.700000000000000000e+02,2.188176040363032371e-05,3.762505948543548584e-04,9.438018896616995335e-04
7.710000000000000000e+02,2.622823012643493712e-05,4.765937919728457928e-04,1.286311889998614788e-03
7.720000000000000000e+02,3.059310256503522396e-05,5.832707392983138561e-04,1.650466467253863811e-03
7.730000000000000000e+02,3.920195740647614002e-05,6.550704711116850376e-04,2.051168354228138924e-03
7.740000000000000000e+02,4.321807864471338689e-05,7.544344407506287098e-04,2.292579971253871918e-03
7.750000000000000000e+02,5.277354648569598794e-05,9.720290545374155045e-04,2.703829202800989151e-03
7.760000000000000000e+02,7.071958680171519518e-05,1.227157539688050747e-03,3.847994608804583549e-03
7.770000000000000000e+02,9.561446495354175568e-05,1.692802179604768753e-03,5.561231169849634171e-03
7.780000000000000000e+02,1.281257427763193846e-04,2.264164155349135399e-03,7.973021827638149261e-03
7.790000000000000000e+02,1.657455577515065670e-04,2.642130944877862930e-03,1.137125026434659958e-02
7.800000000000000000e+02,1.950244623003527522e-04,3.152963938191533089e-03,1.273526996374130249e-02
7.810000000000000000e+02,2.126303297700360417e-04,3.410820383578538895e-03,1.511006802320480347e-02
7.820000000000000000e+02,2.203417534474283457e-04,3.498303471133112907e-03,1.557040214538574219e-02
7.830000000000000000e+02,2.095263480441644788e-04,3.369598183780908585e-03,1.528101507574319839e-02
7.840000000000000000e+02,1.814593415474519134e-04,2.942563034594058990e-03,1.284712180495262146e-02
7.850000000000000000e+02,1.488765556132420897e-04,2.337335608899593353e-03,9.763937443494796753e-03
7.860000000000000000e+02,1.121805325965397060e-04,1.845523016527295113e-03,7.219806313514709473e-03
7.870000000000000000e+02,8.720497862668707967e-05,1.460672123357653618e-03,5.379993002861738205e-03
7.880000000000000000e+02,7.119752262951806188e-05,1.249308581463992596e-03,4.210656508803367615e-03
7.890000000000000000e+02,6.021007720846682787e-05,9.785032598301768303e-04,3.769321367144584656e-03
7.900000000000000000e+02,5.195524863665923476e-05,8.994141826406121254e-04,3.150592092424631119e-03
7.910000000000000000e+02,5.014436464989557862e-05,7.627294398844242096e-04,2.891789423301815987e-03
7.920000000000000000e+02,4.171597538515925407e-05,7.183437701314687729e-04,2.688179723918437958e-03
7.930000000000000000e+02,3.702234971569851041e-05,6.625519599765539169e-04,2.302529290318489075e-03
7.940000000000000000e+02,3.503781408653594553e-05,6.208590930327773094e-04,1.979240449145436287e-03
7.950000000000000000e+02,3.390439451322890818e-05,5.793060408905148506e-04,2.021131571382284164e-03
7.960000000000000000e+02,3.151876444462686777e-05,5.352277657948434353e-04,1.837269286625087261e-03
7.970000000000000000e+02,3.103033668594434857e-05,5.211934330873191357e-04,1.930440543219447136e-03
7.980000000000000000e+02,2.983012745971791446e-05,5.024719866923987865e-04,1.683092792518436909e-03
7.990000000000000000e+02,2.120279168593697250e-05,3.180201456416398287e-04,1.509759458713233471e-03
8.000000000000000000e+02,1.315138251811731607e-05,2.709373948164284229e-04,8.225866477005183697e-04
8.010000000000000000e+02,1.794575655367225409e-05,3.371649072505533695e-04,7.247949251905083656e-04
8.020000000000000000e+02,2.240848152723629028e-05,4.178512026555836201e-04,1.093342085368931293e-03
8.030000000000000000e+02,2.900691652030218393e-05,5.067909951321780682e-04,1.473259995691478252e-03
8.040000000000000000e+02,3.474726690910756588e-05,6.452354718931019306e-04,1.844116137363016605e-03
8.050000000000000000e+02,4.379555321065708995e-05,7.579511147923767567e-04,2.377382479608058929e-03
8.060000000000000000e+02,4.901648935629054904e-05,8.204815676435828209e-04,2.454460132867097855e-03
8.070000000000000000e+02,5.688942110282368958e-05,1.001060474663972855e-03,2.909091301262378693e-03
8.080000000000000000e+02,7.390653627226129174e-05,1.315134461037814617e-03,4.379749763756990433e-03
8.090000000000000000e+02,1.042675139615312219e-04,1.786128734238445759e-03,6.522938143461942673e-03
8.100000000000000000e+02,1.370962563669309020e-04,2.492327941581606865e-03,8.736519142985343933e-03
8.110000000000000000e+02,1.817472075344994664e-04,3.094718558713793755e-03,1.241265889257192612e-02
8.120000000000000000e+02,2.028938324656337500e-04,3.356695640832185745e-03,1.364564336836338043e-02
8.130000000000000000e+02,2.232198894489556551e-04,3.634192282333970070e-03,1.519351731985807419e-02
8.140000000000000000e+02,2.437749208183959126e-04,3.948548808693885803e-03,1.623418927192687988e-02
8.150000000000000000e+02,2.389068395132198930e-04,3.781131235882639885e-03,1.628962531685829163e-02
8.160000000000000000e+02,2.064818545477464795e-04,3.257052740082144737e-03,1.391137577593326569e-02
8.170000000000000000e+02,1.602046395419165492e-04,2.552985213696956635e-03,1.070817746222019196e-02
8.180000000000000000e+02,1.233602233696728945e-04,1.898730639368295670e-03,7.861670106649398804e-03
8.190000000000000000e+02,9.188338299281895161e-05,1.480644219554960728e-03,5.978318396955728531e-03
8.200000000000000000e+02,7.268513581948354840e-05,1.183692831546068192e-03,4.370176699012517929e-03
8.210000000000000000e+02,6.224052049219608307e-05,1.037171692587435246e-03,3.441931214183568954e-03
8.220000000000000000e+02,5.635796333081088960e-05,9.030444198288023472e-04,3.164727939292788506e-03
8.230000000000000000e+02,5.187223723623901606e-05,8.557637920603156090e-04,2.846693620085716248e-03
8.240000000000000000e+02,4.639489270630292594e-05,7.657568203285336494e-04,2.466187812387943268e-03
8.250000000000000000e+02,4.475516834645532072e-05,6.783998687751591206e-04,2.324222587049007416e-03
8.260000000000000000e+02,3.919529262930154800e-05,6.362893618643283844e-04,2.068722620606422424e-03
8.270000000000000000e+02,3.649523932836018503e-05,5.773640004917979240e-04,2.013653982430696487e-03
8.280000000000000000e+02,3.209734131814911962e-05,5.408003344200551510e-04,1.860801246948540211e-03
8.290000000000000000e+02,3.268955333624035120e-05,5.298895994201302528e-04,1.809614012017846107e-03
8.300000000000000000e+02,2.896310070354957134e-05,5.018502124585211277e-04,1.705641509033739567e-03
8.310000000000000000e+02,2.105834028043318540e-05,3.326816658955067396e-04,1.604986144229769707e-03
8.320000000000000000e+02,1.461119609302841127e-05,2.889780735131353140e-04,9.066342609003186226e-04
8.330000000000000000e+02,2.107309592247474939e-05,3.650426806416362524e-04,7.438714965246617794e-04
8.340000000000000000e+02,2.579531974333804101e-05,4.434747097548097372e-04,9.936080314218997955e-04
8.350000000000000000e+02,3.201515937689691782e-05,5.490125040523707867e-04,1.357151311822235584e-03
8.360000000000000000e+02,4.071880539413541555e-05,6.934512639418244362e-04,2.027193550020456314e-03
8.370000000000000000e+02,4.789767626789398491e-05,7.651065243408083916e-04,2.116379560902714729e-03
8.380000000000000000e+02,5.463931665872223675e-05,9.545812499709427357e-04,2.833153121173381805e-03
8.390000000000000000e+02,6.447527266573160887e-05,1.141545129939913750e-03,3.299691481515765190e-03
8.400000000000000000e+02,9.045458136824890971e-05,1.518246950581669807e-03,4.734765738248825073e-03
8.410000000000000000e+02,1.145251881098374724e-04,2.026550704613327980e-03,7.101448252797126770e-03
8.420000000000000000e+02,1.523991813883185387e-04,2.425451530143618584e-03,9.847924113273620605e-03
8.430000000000000000e+02,1.926827681018039584e-04,3.215602133423089981e-03,1.251942664384841919e-02
8.440000000000000000e+02,2.113993250532075763e-04,3.512957366183400154e-03,1.442415174096822739e-02
8.450000000000000000e+02,2.463151759002357721e-04,3.929160069674253464e-03,1.620109751820564270e-02
8.460000000000000000e+02,2.503448049537837505e-04,4.158620722591876984e-03,1.782113872468471527e-02
8.470000000000000000e+02,2.538392436690628529e-04,4.056385252624750137e-03,1.824949309229850769e-02
8.480000000000000000e+02,2.227607183158397675e-04,3.548340871930122375e-03,1.536789815872907639e-02
8.490000000000000000e+02,1.908197882585227489e-04,2.925280947238206863e-03,1.235215086489915848e-02
8.500000000000000000e+02,1.404485665261745453e-04,2.215205691754817963e-03,8.678466081619262695e-03
8.510000000000000000e+02,1.114073384087532759e-04,1.761123421601951122e-03,6.744085345417261124e-03
8.520000000000000000e+02,8.386446279473602772e-05,1.332111423835158348e-03,4.580667708069086075e-03
8.530000000000000000e+02,6.768888852093368769e-05,1.073681982234120369e-03,3.677175147458910942e-03
8.540000000000000000e+02,6.032487362972460687e-05,9.973822161555290222e-04,3.048683749511837959e-03
8.550000000000000000e+02,5.433234036900103092e-05,8.747839019633829594e-04,2.785940188914537430e-03
8.560000000000000000e+02,4.824187271879054606e-05,7.912651635706424713e-04,2.408578526228666306e-03
8.570000000000000000e+02,4.237169559928588569e-05,7.242529536597430706e-04,2.401591744273900986e-03
8.580000000000000000e+02,4.183804776403121650e-05,6.859063869342207909e-04,2.457259222865104675e-03
8.590000000000000000e+02,4.025084854220040143e-05,6.311874021776020527e-04,2.150737913325428963e-03
8.600000000000000000e+02,3.704198752529919147e-05,6.289966986514627934e-04,2.074209274724125862e-03
8.610000000000000000e+02,3.579171971068717539e-05,5.911023472435772419e-04,1.875389600172638893e-03
8.620000000000000000e+02,3.334120629006065428e-05,5.305149825289845467e-04,1.726396963931620121e-03
8.630000000000000000e+02,2.613340075185988098e-05,3.693653852678835392e-04,1.557007315568625927e-03
8.640000000000000000e+02,1.472080930398078635e-05,2.990753273479640484e-04,9.784707799553871155e-04
8.650000000000000000e+02,2.031856456596869975e-05,3.836003597825765610e-04,7.726879557594656944e-04
8.660000000000000000e+02,2.686964216991327703e-05,4.884774098172783852e-04,1.141193555667996407e-03
8.670000000000000000e+02,3.198142439941875637e-05,5.932631320320069790e-04,1.585905789397656918e-03
8.680000000000000000e+02,3.934951746487058699e-05,6.951908580958843231e-04,2.028413582593202591e-03
8.690000000000000000e+02,4.622564301826059818e-05,8.976439130492508411e-04,2.619517967104911804e-03
8.700000000000000000e+02,5.747077739215455949e-05,1.034168177284300327e-03,3.324578981846570969e-03
