sample_idx,nmse_linear,rate_10,rate_20,rate_30
0,0.017980102449655533,3.805959701538086,7.030901908874512,10.342752456665039
1,0.06670725345611572,4.715724468231201,7.98556661605835,11.302173614501953
2,0.04239983111619949,3.2510125637054443,6.421165466308594,9.726877212524414
3,0.026572085916996002,3.1830101013183594,6.352327346801758,9.658037185668945
4,0.11879150569438934,2.946384906768799,6.085436820983887,9.387674331665039
5,0.023830460384488106,3.884336233139038,7.113058090209961,10.425300598144531
6,0.029963990673422813,3.547365665435791,6.752193927764893,10.06185245513916
7,0.03826771676540375,4.088082313537598,7.327640533447266,10.641035079956055
8,0.03899914026260376,4.64824104309082,7.916097640991211,11.232500076293945
9,0.03800255060195923,4.30845308303833,7.561537742614746,10.876386642456055
10,0.04283156991004944,4.32469367980957,7.578156471252441,10.893045425415039
11,0.013713034801185131,3.621175765991211,6.8228654861450195,10.13208293914795
12,0.024435024708509445,3.0406785011291504,6.193268775939941,9.497076034545898
13,0.0381162203848362,3.2806220054626465,6.458888053894043,9.76559066772461
14,0.03564853221178055,3.653693437576294,6.85734224319458,10.166754722595215
15,0.10228440165519714,4.161316871643066,7.398340225219727,10.711261749267578
16,0.011185979470610619,4.422922134399414,7.681705474853516,10.997154235839844
17,0.0037219999358057976,3.9921631813049316,7.225133895874023,10.537763595581055
18,0.029554523527622223,3.240565299987793,6.415693283081055,9.722055435180664
19,0.06049152463674545,3.4785959720611572,6.671887397766113,9.980209350585938
20,0.008728325366973877,4.147523880004883,7.392302513122559,10.706260681152344
21,0.011776534840464592,3.5141706466674805,6.714923858642578,10.024114608764648
22,0.019656497985124588,4.7826738357543945,8.056192398071289,11.373188018798828
23,0.03461218252778053,4.256424903869629,7.5078887939453125,10.822572708129883
24,0.019196253269910812,4.4736833572387695,7.7302751541137695,11.04541301727295
25,0.02388724684715271,4.302447319030762,7.556398391723633,10.871345520019531
26,0.020224733278155327,2.7578091621398926,5.872197151184082,9.171602249145508
