Target_Drop,Actual_NMSE,Saved_Bits_Pct,Policy
6.2105263157894735,-12.490056562423707,25.14451737219245,"{'stem.0': 16, 'fc': 8, 'layers.1.vss.1.out_proj': 4, 'layers.1.vss.1.in_proj': 4, 'proj_conv': 8, 'layers.0.vss.1.conv2d': 4, 'layers.1.vss.1.conv2d': 4, 'layers.0.vss.1.in_proj': 4, 'layers.0.vss.1.out_proj': 4}"
6.631578947368421,-8.171478128433227,37.140964653459385,"{'stem.0': 16, 'fc': 4, 'layers.1.vss.1.out_proj': 16, 'layers.1.vss.1.in_proj': 16, 'proj_conv': 16, 'layers.0.vss.1.conv2d': 16, 'layers.1.vss.1.conv2d': 16, 'layers.0.vss.1.in_proj': 8, 'layers.0.vss.1.out_proj': 8}"
7.052631578947368,-8.171478128433227,37.28548202565183,"{'stem.0': 16, 'fc': 4, 'layers.1.vss.1.out_proj': 16, 'layers.1.vss.1.in_proj': 8, 'proj_conv': 16, 'layers.0.vss.1.conv2d': 16, 'layers.1.vss.1.conv2d': 16, 'layers.0.vss.1.in_proj': 4, 'layers.0.vss.1.out_proj': 8}"
7.473684210526315,-8.171478128433227,37.32311675799362,"{'stem.0': 16, 'fc': 4, 'layers.1.vss.1.out_proj': 16, 'layers.1.vss.1.in_proj': 8, 'proj_conv': 16, 'layers.0.vss.1.conv2d': 16, 'layers.1.vss.1.conv2d': 8, 'layers.0.vss.1.in_proj': 4, 'layers.0.vss.1.out_proj': 4}"
7.894736842105263,-8.171478128433227,37.342686818811345,"{'stem.0': 16, 'fc': 4, 'layers.1.vss.1.out_proj': 16, 'layers.1.vss.1.in_proj': 8, 'proj_conv': 8, 'layers.0.vss.1.conv2d': 8, 'layers.1.vss.1.conv2d': 8, 'layers.0.vss.1.in_proj': 4, 'layers.0.vss.1.out_proj': 4}"
8.31578947368421,-8.171478128433227,37.39085927620883,"{'stem.0': 16, 'fc': 4, 'layers.1.vss.1.out_proj': 8, 'layers.1.vss.1.in_proj': 8, 'proj_conv': 8, 'layers.0.vss.1.conv2d': 8, 'layers.1.vss.1.conv2d': 8, 'layers.0.vss.1.in_proj': 4, 'layers.0.vss.1.out_proj': 4}"
8.736842105263158,-8.171478128433227,37.43301017643162,"{'stem.0': 16, 'fc': 4, 'layers.1.vss.1.out_proj': 8, 'layers.1.vss.1.in_proj': 4, 'proj_conv': 16, 'layers.0.vss.1.conv2d': 8, 'layers.1.vss.1.conv2d': 8, 'layers.0.vss.1.in_proj': 4, 'layers.0.vss.1.out_proj': 4}"
9.157894736842104,-8.171478128433227,37.44580598542783,"{'stem.0': 16, 'fc': 4, 'layers.1.vss.1.out_proj': 8, 'layers.1.vss.1.in_proj': 4, 'proj_conv': 8, 'layers.0.vss.1.conv2d': 8, 'layers.1.vss.1.conv2d': 4, 'layers.0.vss.1.in_proj': 4, 'layers.0.vss.1.out_proj': 4}"
9.578947368421051,-8.171478128433227,37.45258023724935,"{'stem.0': 16, 'fc': 4, 'layers.1.vss.1.out_proj': 8, 'layers.1.vss.1.in_proj': 4, 'proj_conv': 8, 'layers.0.vss.1.conv2d': 4, 'layers.1.vss.1.conv2d': 4, 'layers.0.vss.1.in_proj': 4, 'layers.0.vss.1.out_proj': 4}"
10.0,-8.171478128433227,37.455591015836696,"{'stem.0': 16, 'fc': 4, 'layers.1.vss.1.out_proj': 8, 'layers.1.vss.1.in_proj': 4, 'proj_conv': 4, 'layers.0.vss.1.conv2d': 4, 'layers.1.vss.1.conv2d': 4, 'layers.0.vss.1.in_proj': 4, 'layers.0.vss.1.out_proj': 4}"
